Equipment_ID,Type,Site_ID,Check_In_Date,Check_Out_Date,Engine_Hours_Day,Idle_Hours_Day,Rental_Days,Last_Operator_ID,is_anomaly,anomaly_type
EQX1026,Excavator,S003,2025-12-05,2025-12-19,6.6,9.3,14,OP109,0,none
EQX1115,Excavator,S009,2025-06-04,2025-06-18,9.9,0.1,14,OP129,0,none
EQX1138,Crane,S005,2025-02-19,2025-02-25,12.5,7.7,6,OP131,0,none
EQX1140,Excavator,S009,2025-01-22,2025-02-12,3.5,4.5,21,OP136,0,none
EQX1102,Grader,S010,2024-11-26,2024-12-02,7.9,6.7,6,OP117,0,none
EQX1216,Compactor,S010,2025-02-03,2025-02-07,7.9,0.0,4,OP114,0,none
EQX1173,Bulldozer,S011,2025-03-13,2025-04-06,7.0,5.3,24,OP123,0,none
EQX1214,Compactor,S012,2025-11-09,2025-11-16,7.1,5.0,7,OP135,0,none
EQX1067,Grader,S010,2024-10-18,2024-11-02,8.6,2.7,15,OP133,0,none
EQX1006,Loader,S011,2025-08-24,2025-08-30,8.0,1.6,6,OP135,0,none
EQX1164,Excavator,S002,2024-07-21,2024-08-11,8.0,4.1,21,OP117,0,none
EQX1203,Crane,S009,2024-10-18,2024-10-26,7.3,5.6,8,OP110,0,none
EQX1060,Excavator,S005,2024-10-24,2024-11-09,7.7,3.5,16,OP129,0,none
EQX1002,Crane,S002,2024-02-13,2024-02-21,5.3,6.4,8,OP129,0,none
EQX1034,Bulldozer,S004,2025-01-15,2025-01-26,6.5,6.5,11,OP132,0,none
EQX1146,Bulldozer,S011,2025-10-02,2025-10-11,7.8,3.8,9,OP108,0,none
EQX1050,Excavator,S002,2025-04-17,2025-04-27,3.6,2.0,10,OP114,0,none
EQX1012,Loader,S012,2024-04-13,2024-04-26,8.0,1.8,13,OP104,0,none
EQX1170,Loader,S009,2024-11-29,2024-12-03,5.3,3.8,4,OP121,0,none
EQX1133,Grader,S007,2025-05-11,2025-05-26,4.0,0.3,15,OP128,0,none
EQX1070,Crane,S010,2025-04-24,2025-05-01,7.1,3.5,7,OP104,0,none
EQX1209,Excavator,S012,2024-11-27,2024-12-11,8.1,1.2,14,OP116,0,none
EQX1093,Crane,S004,2025-09-06,2025-09-16,7.7,1.6,10,OP109,0,none
EQX1072,Crane,S004,2024-01-23,2024-01-31,9.4,1.1,8,OP123,0,none
EQX1024,Loader,S012,2025-01-18,2025-01-22,5.7,6.7,4,OP110,0,none
EQX1180,Compactor,S006,2025-03-02,2025-03-07,9.3,5.4,5,OP136,0,none
EQX1089,Excavator,S004,2024-03-19,2024-04-04,11.8,2.7,16,OP130,0,none
EQX1180,Compactor,S004,2024-02-07,2024-02-14,6.3,4.0,7,OP131,0,none
EQX1093,Crane,S009,2024-05-01,2024-05-04,4.9,0.0,3,OP117,0,none
EQX1107,Crane,S007,2024-05-20,2024-05-28,6.2,3.8,8,OP119,0,none
EQX1121,Grader,S007,2024-10-06,2024-10-19,6.6,6.0,13,OP137,0,none
EQX1041,Crane,S010,2025-09-28,2025-10-08,7.8,1.8,10,OP125,0,none
EQX1122,Grader,S006,2025-04-05,2025-04-14,6.3,4.1,9,OP106,0,none
EQX1006,Loader,S003,2024-04-02,2024-04-14,8.8,0.0,12,OP135,0,none
EQX1216,Compactor,S007,2025-04-24,2025-05-06,7.2,2.9,12,OP118,0,none
EQX1200,Bulldozer,S011,2025-10-18,2025-11-14,4.8,0.3,27,OP111,0,none
EQX1032,Loader,S009,2024-01-09,2024-01-26,6.5,3.1,17,OP128,0,none
EQX1123,Excavator,S009,2024-06-18,2024-07-06,9.1,4.4,18,OP102,0,none
EQX1116,Loader,S005,2024-01-03,2024-01-16,6.2,6.2,13,OP137,0,none
EQX1143,Loader,S012,2025-11-05,2025-11-11,11.0,5.2,6,OP125,0,none
EQX1115,Excavator,S008,2025-09-17,2025-09-24,7.1,4.9,7,OP130,0,none
EQX1065,Grader,S007,2024-10-19,2024-10-30,8.0,1.9,11,OP116,0,none
EQX1209,Excavator,S010,2024-08-11,2024-08-26,7.7,3.8,15,OP124,0,none
EQX1128,Excavator,S001,2025-06-18,2025-07-03,4.7,3.6,15,OP139,0,none
EQX1207,Excavator,S002,2024-04-22,2024-05-07,6.9,3.4,15,OP121,0,none
EQX1059,Excavator,S011,2024-06-21,2024-06-30,7.1,4.0,9,OP110,0,none
EQX1015,Crane,S002,2025-02-23,2025-03-03,5.1,4.9,8,OP130,0,none
EQX1005,Excavator,S011,2024-03-23,2024-04-04,7.7,0.3,12,OP136,0,none
EQX1177,Crane,S004,2024-02-03,2024-02-08,8.7,5.9,5,OP106,0,none
EQX1182,Loader,S001,2025-05-06,2025-05-15,9.5,3.5,9,OP120,0,none
EQX1216,Compactor,S010,2024-02-12,2024-02-15,10.5,8.7,3,OP138,0,none
EQX1129,Excavator,,2025-02-23,2025-03-11,5.9,1.3,16,OP130,1,unassigned_site
EQX1135,Grader,S006,2024-01-22,2024-01-28,5.4,4.9,6,OP102,0,none
EQX1090,Crane,S001,2025-05-23,2025-05-28,8.1,6.2,5,OP125,0,none
EQX1096,Grader,S010,2024-03-01,2024-03-15,6.4,2.3,14,OP133,0,none
EQX1059,Excavator,S011,2024-12-14,2025-01-06,8.2,7.5,23,OP112,0,none
EQX1054,Grader,S010,2025-02-11,2025-02-24,10.3,1.9,13,OP131,0,none
EQX1203,Crane,S012,2024-02-24,2024-02-29,6.6,6.4,5,OP109,0,none
EQX1021,Compactor,S010,2024-03-15,2024-03-26,8.3,1.0,11,OP115,0,none
EQX1171,Bulldozer,S010,2024-11-16,2024-12-12,5.5,7.0,26,OP119,0,none
EQX1028,Excavator,S008,2024-01-18,2024-02-02,9.1,7.7,15,OP105,0,none
EQX1130,Grader,S010,2024-03-22,2024-04-05,8.1,3.5,14,OP137,0,none
EQX1007,Compactor,S007,2025-05-08,2025-05-16,3.4,6.3,8,OP102,0,none
EQX1018,Excavator,S004,2025-09-06,2025-09-15,6.7,1.3,9,OP113,0,none
EQX1061,Grader,S004,2025-05-23,2025-05-29,5.0,6.8,6,OP139,0,none
EQX1118,Compactor,S006,2024-07-08,2024-07-16,7.4,1.0,8,OP127,0,none
EQX1114,Grader,S008,2025-04-21,2025-05-02,4.3,5.7,11,OP109,0,none
EQX1064,Compactor,S007,2024-11-05,2024-11-13,11.2,4.0,8,OP117,0,none
EQX1032,Loader,S012,2024-10-31,2024-11-12,8.5,1.5,12,OP121,0,none
EQX1055,Compactor,S001,2024-04-25,2024-05-06,7.3,0.0,11,OP133,0,none
EQX1153,Excavator,S003,2024-10-05,2024-10-17,4.0,6.2,12,OP138,0,none
EQX1176,Excavator,S010,2024-09-27,2024-10-16,5.7,1.8,19,OP125,0,none
EQX1217,Excavator,S011,2025-02-20,2025-03-05,5.0,0.0,13,OP125,0,none
EQX1052,Excavator,S005,2024-06-13,2024-07-01,5.9,1.2,18,OP108,0,none
EQX1058,Grader,S001,2025-10-02,2025-10-09,3.8,3.3,7,OP110,0,none
EQX1063,Grader,S006,2024-07-01,2024-07-12,5.9,4.6,11,OP124,0,none
EQX1078,Grader,S002,2024-03-09,2024-03-11,4.5,4.4,2,OP138,0,none
EQX1157,Bulldozer,S003,2024-12-16,2025-01-06,10.0,2.4,21,OP101,0,none
EQX1185,Compactor,S010,2024-08-13,2024-08-15,6.6,5.2,2,OP126,0,none
EQX1005,Excavator,S007,2024-03-08,2024-03-16,11.6,4.3,8,OP108,0,none
EQX1153,Excavator,S009,2024-04-10,2024-04-23,4.3,0.7,13,OP127,0,none
EQX1170,Loader,S003,2025-01-02,2025-01-13,3.4,7.6,11,OP106,0,none
EQX1146,Bulldozer,S011,2025-08-30,2025-09-24,7.4,4.1,25,OP126,0,none
EQX1016,Bulldozer,S003,2024-05-31,2024-06-14,7.3,6.4,14,OP116,0,none
EQX1088,Crane,S009,2024-10-21,2024-10-30,7.5,2.0,9,OP106,0,none
EQX1120,Grader,S009,2024-05-22,2024-05-31,8.5,5.0,9,OP138,0,none
EQX1200,Bulldozer,S011,2025-02-12,2025-03-16,7.4,6.9,32,OP106,0,none
EQX1163,Bulldozer,S008,2024-11-21,2024-12-06,9.7,7.0,15,OP124,0,none
EQX1129,Excavator,S005,2024-06-05,2024-08-09,1.5,6.0,65,OP131,1,extended_rental
EQX1195,Excavator,S003,2025-10-19,2025-11-05,7.6,6.5,17,OP137,0,none
EQX1126,Crane,S012,2025-10-23,2025-10-27,5.9,3.3,4,OP117,0,none
EQX1137,Loader,S008,2024-11-20,2024-12-03,4.8,3.1,13,OP101,0,none
EQX1077,Bulldozer,S008,2024-10-29,2024-11-15,3.4,0.0,17,OP136,0,none
EQX1118,Compactor,S006,2024-01-08,2024-01-14,7.2,3.6,6,OP103,0,none
EQX1076,Bulldozer,S008,2025-01-13,2025-02-09,4.4,8.0,27,OP136,0,none
EQX1056,Compactor,S002,2025-12-02,2025-12-10,8.3,3.2,8,OP103,0,none
EQX1030,Grader,S007,2025-03-01,2025-03-07,9.7,1.3,6,OP126,0,none
EQX1093,Crane,S009,2024-01-26,2024-01-27,6.2,5.7,1,OP132,0,none
EQX1190,Bulldozer,S005,2025-03-27,2025-05-11,8.2,4.4,45,OP131,0,none
EQX1026,Excavator,S011,2025-03-05,2025-03-24,7.1,6.4,19,OP121,0,none
EQX1101,Loader,S001,2025-06-13,2025-06-24,8.9,2.3,11,OP132,0,none
EQX1123,Excavator,S010,2025-02-06,2025-02-16,8.6,1.9,10,OP109,0,none
EQX1090,Crane,S012,2025-08-22,2025-09-01,9.6,1.1,10,OP104,0,none
EQX1100,Loader,S008,2025-08-07,2025-08-19,18.0,13.7,12,OP119,1,impossible_hours
EQX1041,Crane,S009,2024-12-01,2024-12-10,7.0,6.1,9,OP116,0,none
EQX1012,Loader,S003,2025-05-23,2025-06-05,10.0,2.3,13,OP115,0,none
EQX1173,Bulldozer,S008,2025-05-06,2025-05-10,7.9,7.5,4,OP107,0,none
EQX1096,Grader,S010,2024-10-02,2024-10-13,6.9,3.6,11,OP113,0,none
EQX1063,Grader,S010,2024-12-18,2024-12-27,1.5,18.2,9,OP127,1,excessive_idle
EQX1005,Excavator,S004,2025-10-13,2025-10-17,2.8,4.0,4,OP106,0,none
EQX1220,Bulldozer,S005,2024-05-26,2024-06-16,4.6,5.4,21,OP132,0,none
EQX1015,Crane,S001,2024-03-20,2024-03-27,8.0,6.6,7,OP125,0,none
EQX1021,Compactor,S010,2025-06-07,2025-06-22,3.2,2.9,15,OP138,0,none
EQX1114,Grader,S010,2024-08-20,2024-11-17,5.0,6.1,89,OP134,1,extended_rental
EQX1183,Crane,S011,2024-05-17,2024-05-21,7.1,6.2,4,OP114,0,none
EQX1194,Compactor,S010,2025-04-11,2025-04-20,4.7,0.3,9,OP110,0,none
EQX1080,Compactor,S007,2024-03-28,2024-04-07,10.4,0.6,10,OP118,0,none
EQX1075,Excavator,S003,2025-06-15,2025-06-27,5.5,1.7,12,OP111,0,none
EQX1028,Excavator,S012,2024-09-18,2024-10-02,6.7,3.9,14,OP115,0,none
EQX1149,Crane,S012,2024-08-25,2024-08-29,4.5,1.9,4,OP106,0,none
EQX1195,Excavator,S003,2024-10-19,2024-11-01,4.3,1.9,13,OP121,0,none
EQX1015,Crane,S007,2024-09-21,2024-09-24,4.5,1.1,3,OP130,0,none
EQX1181,Loader,S009,2025-03-02,2025-03-15,8.0,4.3,13,OP115,0,none
EQX1052,Excavator,S004,2025-04-14,2025-05-03,8.5,0.7,19,OP117,0,none
EQX1083,Compactor,S007,2024-08-16,2024-08-20,8.4,4.8,4,OP124,0,none
EQX1207,Excavator,S011,2025-11-28,2025-12-15,7.8,3.0,17,OP130,0,none
EQX1210,Crane,S004,2024-12-21,2024-12-30,6.5,0.3,9,OP111,0,none
EQX1046,Compactor,S007,2025-03-29,2025-04-04,3.5,6.8,6,OP127,0,none
EQX1062,Crane,S001,2024-04-03,2024-04-08,3.9,0.0,5,OP131,0,none
EQX1002,Crane,S012,2025-02-08,2025-02-12,4.8,0.0,4,OP117,0,none
EQX1021,Compactor,S010,2025-11-08,2025-11-16,9.1,5.0,8,OP132,0,none
EQX1012,Loader,S005,2025-01-11,2025-01-27,9.6,3.7,16,OP138,0,none
EQX1182,Loader,S002,2025-03-01,2025-03-13,7.2,1.4,12,OP102,0,none
EQX1017,Grader,S007,2024-12-26,2025-01-01,7.7,3.6,6,OP109,0,none
EQX1188,Excavator,S003,2025-07-31,2025-08-06,9.6,4.0,6,OP111,0,none
EQX1045,Compactor,S007,2025-01-12,2025-01-17,9.6,13.9,5,OP109,0,none
EQX1215,Compactor,S007,2024-12-31,2025-01-06,3.4,2.8,6,OP130,0,none
EQX1031,Compactor,S006,2025-03-30,2025-04-10,3.9,3.0,11,OP105,0,none
EQX1149,Crane,S011,2025-09-19,2025-09-25,6.5,2.0,6,OP110,0,none
EQX1167,Compactor,,2025-03-24,2025-03-28,6.4,4.1,4,OP116,1,unassigned_site
EQX1190,Bulldozer,S005,2024-05-02,2024-05-16,6.6,3.3,14,,1,no_operator
EQX1013,Grader,S006,2025-10-26,2025-11-07,7.3,3.3,12,OP113,0,none
EQX1141,Crane,S001,2024-04-29,2024-05-05,7.0,1.7,6,OP129,0,none
EQX1121,Grader,S007,2024-02-07,2024-02-19,7.3,0.7,12,OP133,0,none
EQX1170,Loader,S004,2025-06-02,2025-06-13,8.5,1.9,11,OP120,0,none
EQX1055,Compactor,S006,2025-02-27,2025-03-07,7.1,3.2,8,,1,no_operator
EQX1134,Bulldozer,S011,2024-03-29,2024-04-20,8.8,0.9,22,OP111,0,none
EQX1060,Excavator,S002,2024-10-07,2024-10-16,5.8,0.0,9,OP121,0,none
EQX1063,Grader,S007,2024-01-21,2024-01-31,3.6,4.5,10,OP137,0,none
EQX1047,Bulldozer,S001,2025-03-23,2025-04-22,7.9,4.2,30,OP109,0,none
EQX1014,Compactor,S004,2024-10-03,2024-10-10,4.2,0.4,7,OP121,0,none
EQX1102,Grader,S006,2025-02-07,2025-02-17,8.1,6.7,10,OP113,0,none
EQX1117,Compactor,S012,2025-04-15,2025-04-23,9.1,2.6,8,OP116,0,none
EQX1214,Compactor,S004,2025-03-09,2025-03-11,2.1,1.4,2,OP113,0,none
EQX1149,Crane,S009,2025-05-24,2025-05-31,3.7,3.7,7,OP131,0,none
EQX1089,Excavator,S003,2025-04-21,2025-04-29,5.9,1.6,8,OP136,0,none
EQX1162,Loader,S005,2025-06-29,2025-07-08,8.5,2.4,9,OP112,0,none
EQX1038,Crane,S003,2025-07-02,2025-07-04,2.6,3.3,2,OP107,0,none
EQX1139,Compactor,S010,2025-05-21,2025-05-29,7.6,3.4,8,OP114,0,none
EQX1047,Bulldozer,S004,2024-10-12,2024-10-25,8.2,0.0,13,OP139,0,none
EQX1194,Compactor,S006,2025-11-23,2025-12-01,3.4,3.9,8,OP129,0,none
EQX1019,Compactor,S004,2024-01-01,2024-01-09,2.7,3.4,8,OP138,0,none
EQX1059,Excavator,S008,2025-10-01,2025-10-22,0.4,18.1,21,OP128,1,excessive_idle
EQX1184,Bulldozer,S012,2025-06-09,2025-07-09,0.7,19.2,30,OP133,1,excessive_idle
EQX1073,Loader,S002,2025-01-16,2025-02-03,2.7,8.6,18,OP124,0,none
EQX1167,Compactor,S006,2025-08-08,2025-08-16,6.3,5.9,8,OP131,0,none
EQX1196,Excavator,S003,2025-11-23,2025-12-09,7.2,4.2,16,OP136,0,none
EQX1216,Compactor,S008,2025-10-24,2025-10-30,6.6,2.0,6,,1,no_operator
EQX1214,Compactor,S010,2025-05-19,2025-05-28,6.2,6.5,9,OP101,0,none
EQX1200,Bulldozer,S003,2024-08-15,2024-09-07,4.9,1.4,23,OP110,0,none
EQX1177,Crane,S004,2024-05-21,2024-05-27,3.7,2.4,6,OP101,0,none
EQX1159,Compactor,S006,2024-09-12,2024-09-17,7.0,0.5,5,OP112,0,none
EQX1007,Compactor,S010,2025-04-12,2025-06-12,7.0,5.9,61,OP117,1,extended_rental
EQX1127,Bulldozer,S005,2024-03-27,2024-04-24,12.1,2.2,28,OP111,0,none
EQX1066,Grader,S002,2024-12-16,2024-12-27,6.0,1.5,11,OP105,0,none
EQX1086,Excavator,S004,2024-11-14,2024-11-29,9.8,6.4,15,OP135,0,none
EQX1150,Excavator,S008,2025-05-07,2025-05-17,0.7,18.8,10,OP124,1,excessive_idle
EQX1010,Crane,S006,2025-05-01,2025-05-08,5.3,0.0,7,OP111,0,none
EQX1182,Loader,S008,2025-07-25,2025-09-27,9.8,0.3,64,OP113,1,extended_rental
EQX1112,Excavator,S003,2024-09-15,2024-10-03,7.6,7.3,18,OP122,0,none
EQX1055,Compactor,S009,2025-10-03,2025-10-08,7.7,5.9,5,OP105,0,none
EQX1130,Grader,S001,2024-02-18,2024-02-29,6.6,4.7,11,OP110,0,none
EQX1199,Excavator,S011,2025-05-26,2025-06-01,8.5,0.4,6,OP120,0,none
EQX1102,Grader,S008,2024-05-29,2024-06-03,8.0,7.7,5,OP121,0,none
EQX1208,Grader,S007,2025-10-30,2025-11-12,8.5,6.4,13,OP120,0,none
EQX1125,Excavator,S003,2024-05-15,2024-05-27,6.6,3.8,12,OP129,0,none
EQX1145,Crane,S004,2024-02-06,2024-02-11,12.4,1.2,5,OP121,0,none
EQX1169,Bulldozer,S005,2025-05-14,2025-05-24,6.8,1.2,10,OP102,0,none
EQX1106,Compactor,S010,2025-09-28,2025-10-06,6.1,0.0,8,OP134,0,none
EQX1075,Excavator,S008,2024-02-04,2024-02-17,5.9,5.5,13,OP113,0,none
EQX1142,Crane,S008,2024-02-15,2024-02-22,9.1,7.9,7,OP118,0,none
EQX1021,Compactor,S004,2024-12-04,2024-12-10,9.2,4.5,6,OP106,0,none
EQX1217,Excavator,S005,2025-10-10,2025-10-19,6.4,4.2,9,OP134,0,none
EQX1189,Compactor,S006,2024-05-04,2024-05-07,10.4,0.9,3,OP138,0,none
EQX1148,Crane,S004,2025-02-02,2025-02-06,8.6,4.3,4,OP107,0,none
EQX1198,Loader,S011,2024-07-15,2024-08-01,9.5,6.7,17,OP109,0,none
EQX1158,Grader,S007,2024-08-08,2024-08-22,7.4,4.8,14,OP127,0,none
EQX1204,Excavator,S011,2025-11-08,2025-11-22,4.8,7.0,14,OP130,0,none
EQX1006,Loader,S001,2024-02-02,2024-02-11,5.7,0.1,9,OP101,0,none
EQX1042,Compactor,S010,2025-04-24,2025-04-29,0.4,21.7,5,OP137,1,excessive_idle
EQX1210,Crane,S002,2024-11-21,2024-12-02,8.7,0.0,11,OP113,0,none
EQX1137,Loader,S009,2024-02-06,2024-04-22,3.8,4.3,76,OP108,1,extended_rental
EQX1073,Loader,S004,2024-08-03,2024-08-19,6.3,3.1,16,OP115,0,none
EQX1079,Grader,S006,2024-12-21,2024-12-31,11.3,1.3,10,OP127,0,none
EQX1107,Crane,S009,2024-07-10,2024-07-16,12.7,0.0,6,OP113,0,none
EQX1156,Grader,S010,2024-10-05,2024-10-18,8.5,3.7,13,OP126,0,none
EQX1211,Grader,S012,2025-09-19,2025-10-02,7.0,8.0,13,OP116,0,none
EQX1183,Crane,S002,2024-08-30,2024-09-06,7.5,5.3,7,OP101,0,none
EQX1077,Bulldozer,S003,2025-12-03,2025-12-17,10.3,7.3,14,OP113,0,none
EQX1171,Bulldozer,S008,2025-03-16,2025-04-04,7.8,0.7,19,OP116,0,none
EQX1141,Crane,S004,2025-12-07,2025-12-14,6.1,4.5,7,OP110,0,none
EQX1014,Compactor,S001,2025-11-12,2025-11-21,1.1,19.6,9,OP119,1,excessive_idle
EQX1104,Loader,S002,2024-05-09,2024-05-17,10.4,3.3,8,OP102,0,none
EQX1044,Bulldozer,S005,2025-06-09,2025-06-13,5.1,5.8,4,OP129,0,none
EQX1160,Compactor,,2025-10-08,2025-10-21,6.4,0.0,13,OP104,1,unassigned_site
EQX1178,Loader,S003,2024-04-29,2024-05-17,9.3,0.2,18,OP107,0,none
EQX1199,Excavator,S008,2024-03-25,2024-04-12,14.4,16.7,18,OP115,1,impossible_hours
EQX1005,Excavator,S006,2025-02-15,2025-02-28,5.5,0.0,13,OP105,0,none
EQX1053,Compactor,S009,2025-05-17,2025-05-19,8.4,7.4,2,OP116,0,none
EQX1002,Crane,S004,2025-06-16,2025-06-23,5.3,0.3,7,OP104,0,none
EQX1200,Bulldozer,S008,2024-12-30,2025-01-11,6.3,0.0,12,OP120,0,none
EQX1183,Crane,S007,2024-09-14,2024-09-18,6.3,4.8,4,OP102,0,none
EQX1111,Crane,S009,2024-01-17,2024-01-28,6.0,8.8,11,OP113,0,none
EQX1064,Compactor,S010,2025-11-03,2025-11-10,4.7,4.2,7,OP134,0,none
EQX1179,Loader,S005,2024-04-10,2024-04-23,0.8,19.8,13,OP120,1,excessive_idle
EQX1075,Excavator,S003,2024-11-29,2024-12-10,8.1,2.6,11,OP120,0,none
EQX1203,Crane,S012,2025-12-20,2025-12-25,5.5,6.9,5,OP124,0,none
EQX1145,Crane,S007,2024-11-06,2024-11-16,7.7,1.2,10,OP110,0,none
EQX1195,Excavator,S012,2024-01-04,2024-01-19,8.8,4.3,15,OP124,0,none
EQX1056,Compactor,S009,2025-06-14,2025-06-27,7.2,1.4,13,OP135,0,none
EQX1187,Bulldozer,S005,2024-12-26,2025-01-13,2.7,1.3,18,OP108,0,none
EQX1119,Crane,S006,2025-12-11,2025-12-15,6.1,7.6,4,OP107,0,none
EQX1129,Excavator,S005,2024-02-11,2024-03-01,4.6,7.8,19,OP106,0,none
EQX1078,Grader,S001,2025-11-28,2025-12-07,2.0,3.6,9,OP121,0,none
EQX1152,Loader,S012,2024-07-26,2024-07-31,7.5,6.4,5,OP114,0,none
EQX1136,Excavator,S008,2025-08-28,2025-09-14,3.4,5.4,17,OP132,0,none
EQX1084,Excavator,,2025-06-08,2025-07-06,6.0,0.4,28,OP103,1,unassigned_site
EQX1001,Compactor,S007,2024-04-16,2024-04-24,10.3,1.0,8,OP105,0,none
EQX1158,Grader,S008,2024-03-19,2024-04-01,4.5,5.0,13,OP121,0,none
EQX1212,Grader,S010,2024-12-05,2024-12-22,4.5,4.7,17,OP115,0,none
EQX1202,Loader,S001,2025-05-02,2025-05-09,1.4,18.5,7,OP138,1,excessive_idle
EQX1035,Crane,S002,2024-07-29,2024-08-08,7.6,8.0,10,OP105,0,none
EQX1190,Bulldozer,S009,2025-09-30,2025-10-31,0.7,19.9,31,OP102,1,excessive_idle
EQX1131,Excavator,S005,2024-07-17,2024-08-01,2.7,0.0,15,OP109,0,none
EQX1024,Loader,S011,2025-09-27,2025-10-15,3.2,2.2,18,OP129,0,none
EQX1019,Compactor,S004,2025-10-15,2025-10-28,9.6,0.0,13,OP139,0,none
EQX1039,Bulldozer,S003,2024-11-02,2024-11-26,11.9,1.5,24,OP108,0,none
EQX1193,Excavator,S004,2025-09-11,2025-09-22,8.2,3.9,11,OP116,0,none
EQX1210,Crane,S012,2025-12-13,2025-12-18,5.4,2.2,5,OP123,0,none
EQX1173,Bulldozer,S010,2025-02-16,2025-02-27,7.0,4.8,11,OP115,0,none
EQX1087,Compactor,S004,2025-07-04,2025-07-17,5.6,7.3,13,OP111,0,none
EQX1151,Compactor,S007,2024-03-22,2024-03-31,5.3,5.5,9,OP125,0,none
EQX1098,Excavator,S012,2025-01-19,2025-02-02,6.9,0.0,14,OP133,0,none
EQX1049,Grader,S007,2024-07-29,2024-08-04,8.2,4.3,6,OP128,0,none
EQX1139,Compactor,S004,2025-10-17,2025-10-25,4.7,4.4,8,OP111,0,none
EQX1216,Compactor,S010,2025-05-07,2025-05-15,3.7,0.4,8,OP129,0,none
EQX1212,Grader,S009,2025-03-11,2025-03-24,3.9,3.7,13,OP128,0,none
EQX1110,Loader,S009,2024-11-19,2024-11-30,7.9,6.8,11,OP113,0,none
EQX1119,Crane,S001,2024-03-24,2024-04-04,3.3,0.0,11,OP121,0,none
EQX1210,Crane,S008,2024-12-07,2024-12-13,8.9,2.6,6,OP123,0,none
EQX1025,Compactor,S002,2025-01-10,2025-01-19,6.0,2.4,9,OP115,0,none
EQX1185,Compactor,S006,2024-03-26,2024-04-01,4.9,8.2,6,OP120,0,none
EQX1095,Bulldozer,S011,2025-09-11,2025-10-02,7.3,3.4,21,,1,no_operator
EQX1176,Excavator,S008,2025-10-30,2025-11-08,5.9,3.9,9,,1,no_operator
EQX1171,Bulldozer,S003,2024-10-30,2024-11-09,8.3,2.5,10,OP110,0,none
EQX1185,Compactor,S002,2025-02-27,2025-03-06,6.6,3.1,7,OP119,0,none
EQX1081,Grader,S006,2025-03-18,2025-03-24,6.1,4.7,6,OP132,0,none
EQX1182,Loader,S008,2024-10-08,2024-10-18,11.1,2.0,10,OP118,0,none
EQX1111,Crane,S002,2025-07-07,2025-07-14,1.6,4.6,7,OP112,0,none
EQX1081,Grader,S007,2025-09-13,2025-09-27,8.0,6.1,14,OP131,0,none
EQX1105,Compactor,,2025-12-17,2025-12-24,2.9,6.6,7,OP103,1,unassigned_site
EQX1176,Excavator,S011,2024-10-20,2024-11-04,7.8,3.5,15,OP117,0,none
EQX1149,Crane,S004,2024-04-13,2024-04-14,10.6,9.9,1,OP135,0,none
EQX1191,Loader,S011,2024-08-06,2024-08-18,7.1,4.5,12,OP137,0,none
EQX1216,Compactor,S002,2024-03-11,2024-03-16,6.8,2.0,5,OP118,0,none
EQX1155,Excavator,,2024-09-19,2024-09-29,5.8,3.4,10,OP122,1,unassigned_site
EQX1171,Bulldozer,S011,2025-09-24,2025-09-29,3.2,4.8,5,OP115,0,none
EQX1039,Bulldozer,S009,2024-09-14,2024-10-05,6.3,0.0,21,OP113,0,none
EQX1185,Compactor,S012,2025-08-16,2025-08-19,8.8,8.5,3,OP122,0,none
EQX1138,Crane,S001,2024-11-08,2024-11-13,6.7,3.5,5,OP121,0,none
EQX1084,Excavator,S005,2025-10-09,2025-10-22,5.2,1.0,13,OP103,0,none
EQX1141,Crane,S002,2025-05-29,2025-06-04,7.4,3.6,6,OP116,0,none
EQX1181,Loader,S008,2025-03-19,2025-03-21,7.2,0.0,2,OP111,0,none
EQX1093,Crane,S011,2025-10-23,2025-11-02,6.8,1.8,10,OP106,0,none
EQX1195,Excavator,S008,2024-03-20,2024-03-30,7.2,0.4,10,OP111,0,none
EQX1137,Loader,S002,2025-11-02,2025-11-09,1.9,0.0,7,OP139,0,none
EQX1001,Compactor,S012,2024-12-14,2024-12-23,3.0,7.2,9,OP120,0,none
EQX1187,Bulldozer,S005,2025-11-22,2025-12-15,5.6,7.6,23,OP113,0,none
EQX1012,Loader,S012,2025-11-21,2025-12-03,5.0,2.8,12,OP133,0,none
EQX1111,Crane,,2025-05-13,2025-05-19,6.5,0.6,6,OP105,1,unassigned_site
EQX1195,Excavator,S003,2024-05-22,2024-05-30,5.8,2.5,8,OP123,0,none
EQX1001,Compactor,S002,2024-08-19,2024-08-22,7.2,7.8,3,OP114,0,none
EQX1126,Crane,S011,2025-05-05,2025-05-08,4.4,2.8,3,OP125,0,none
EQX1085,Excavator,S007,2024-11-06,2024-11-26,1.3,22.4,20,OP121,1,excessive_idle
EQX1179,Loader,S008,2025-01-20,2025-01-29,7.7,7.1,9,OP125,0,none
EQX1116,Loader,S009,2025-05-17,2025-06-02,3.0,6.9,16,OP130,0,none
EQX1150,Excavator,S008,2024-07-17,2024-07-30,5.0,1.6,13,OP116,0,none
EQX1179,Loader,S001,2025-05-13,2025-05-30,8.8,4.9,17,OP128,0,none
EQX1162,Loader,S001,2024-06-23,2024-06-30,10.9,4.5,7,OP125,0,none
EQX1010,Crane,S012,2024-11-09,2024-11-20,5.5,3.4,11,OP103,0,none
EQX1091,Excavator,S012,2024-10-13,2024-10-30,4.9,2.6,17,OP111,0,none
